img_search_addr,score,img_url
"서울특별시 강남구 논현로149길 53,현 우동",3.7,https://place.map.kakao.com/901836680
"서울특별시 강남구 영동대로86길 17,사조참치삼성점",4.8,https://place.map.kakao.com/16297664
"서울특별시 강남구 삼성로58길 13,어원",4.5,https://place.map.kakao.com/293125397
"서울특별시 강남구 논현로139길 12,모스가든",3.7,https://place.map.kakao.com/540731064
"서울특별시 동작구 국사봉1길 12-5,카츠 디나인(카츠 D9)",장소 없음,없음
"서울특별시 동작구 상도로 63,돼지학교",5.0,https://place.map.kakao.com/1010780488
"서울특별시 동작구 만양로14길 6-1,밀숲노량진역점",장소 없음,없음
"서울특별시 동작구 동작대로9길 10,종로빈대떡",3.9,https://place.map.kakao.com/8519378
"서울특별시 동작구 만양로 85-1,영흥정육식당",3.6,https://place.map.kakao.com/16045500
"서울특별시 동작구 상도로12길 20,원조부안집 신대방삼거리역점",장소 없음,없음
"서울특별시 동작구 상도로30길 40,벚꽃스시",,https://place.map.kakao.com/1850952419
"서울특별시 동작구 동작대로7길 34,별미 냉삼",3.7,https://place.map.kakao.com/1405233946
"서울특별시 동작구 노량진로8길 55,두루찌개3대",4.0,https://place.map.kakao.com/17165391
"서울특별시 동작구 동작대로27가길 44,단아한정식",,https://place.map.kakao.com/12652978
"서울특별시 동작구 국사봉1길 12-3,카츠 디나인(카츠 D9)",장소 없음,없음
"서울특별시 동작구 상도로 219,신의주찹쌀순대",4.8,https://place.map.kakao.com/22764080
"서울특별시 동작구 노량진로6길 6-5,제주생고기",5.0,https://place.map.kakao.com/201176382
"서울특별시 도봉구 도봉산3길 31,우거지 품은 순대국",4.3,https://place.map.kakao.com/1841421764
"서울특별시 도봉구 도당로2길 13,파삼 솥뚜껑 삼겹살 쌍문점",4.5,https://place.map.kakao.com/111194127
"서울특별시 도봉구 해등로 157,본 만두(쌍문점)",2.7,https://place.map.kakao.com/637396330
"서울특별시 도봉구 해등로 139,해등로139",5.0,https://place.map.kakao.com/932580970
"서울특별시 서초구 방배중앙로29길 3,금빛",0.0,https://place.map.kakao.com/1868604751
"서울특별시 서초구 효령로31길 19,차돌풍(방배점)",2.9,https://place.map.kakao.com/254426292
"서울특별시 서초구 서초대로52길 22,장털보한우곰탕",4.2,https://place.map.kakao.com/1155152793
"서울특별시 서초구 서초대로77길 45,한우등심한판",5.0,https://place.map.kakao.com/1426583069
"서울특별시 서초구 효령로49길 19,낙천정",3.9,https://place.map.kakao.com/10184991
"서울특별시 서초구 마방로10길 18-20,감토",4.0,https://place.map.kakao.com/1348469565
"서울특별시 서초구 반포대로28길 28,등촌샤브칼국수",3.5,https://place.map.kakao.com/427575606
"서울특별시 서초구 효령로31길 7,통큰 솥뚜껑 닭볶음탕 방배역점",0.0,https://place.map.kakao.com/1304347257
"서울특별시 서초구 효령로53길 23,채향",5.0,https://place.map.kakao.com/854150944
"서울특별시 서초구 남부순환로350길 36,장모사랑",4.0,https://place.map.kakao.com/27322618
"서울특별시 서초구 남부순환로350길 38,소곰집 양재점",2.9,https://place.map.kakao.com/831100567
"서울특별시 서초구 서초대로46길 19-15,이여곰탕",3.9,https://place.map.kakao.com/27547157
"서울특별시 서초구 법원로2길 7-4,땅끝마을",,https://place.map.kakao.com/132133064
"서울특별시 서초구 강남대로27길 7-21,포본PhoBon(양재점)",장소 없음,없음
"서울특별시 서초구 서초중앙로 38,성덕",3.6,https://place.map.kakao.com/1433792524
"서울특별시 서초구 서초중앙로20길 34-5,산청리56 솥뚜껑 생삼겹살",2.7,https://place.map.kakao.com/595892262
"서울특별시 서초구 반포대로28길 71-17,남도찌개",4.5,https://place.map.kakao.com/12391898
"서울특별시 서초구 서초대로 3-4,왕금성(이수역점)",3.3,https://place.map.kakao.com/1373069691
"서울특별시 서초구 반포대로 12,서초곰탕24시",장소 없음,없음
"서울특별시 구로구 경인로47길 67,백채김치찌개 동양미래대학점",4.0,https://place.map.kakao.com/262024050
"서울특별시 은평구 역말로 83-5,역말 장어",4.8,https://place.map.kakao.com/1672859803
"서울특별시 은평구 통일로65길 12-10,인생돈카츠",4.3,https://place.map.kakao.com/1255587775
"서울특별시 은평구 연서로29길 17-3,아스론가 연신내점(Ars Longa)",장소 없음,없음
"서울특별시 은평구 진흥로 180-1,시메사바 순",4.9,https://place.map.kakao.com/1356270498
"서울특별시 은평구 연서로 230-10,보들이 족발",3.7,https://place.map.kakao.com/21326439
"서울특별시 은평구 진흥로 50-8,명태어장쭈갑골 응암점",4.5,https://place.map.kakao.com/1808453072
"서울특별시 은평구 역말로 105,혼양",4.7,https://place.map.kakao.com/189065613
"서울특별시 은평구 갈현로 156,냉삼슈퍼",,https://place.map.kakao.com/1149118418
"서울특별시 은평구 은평로9길 13,두루올",장소 없음,없음
"서울특별시 서대문구 통일로9길 12,한옥집",2.7,https://place.map.kakao.com/16732242
"서울특별시 서대문구 통일로9안길 26,식껍(서대문역점)",장소 없음,없음
",삼진",,https://place.map.kakao.com/1267110344
"서울특별시 서대문구 연세로4길 34,신촌영양센타",3.2,https://place.map.kakao.com/12441959
"서울특별시 서대문구 모래내로 279,황소서서갈비",5.0,https://place.map.kakao.com/20400316
"서울특별시 송파구 백제고분로7길 8-16,황규복, 김춘자의 해주냉면",장소 없음,없음
"서울특별시 송파구 거마로 12,진진 가마솥 설렁탕",3.1,https://place.map.kakao.com/1890783895
"서울특별시 송파구 바람드리길 33,내담",5.0,https://place.map.kakao.com/21329207
"서울특별시 송파구 중대로25길 10,나고야",3.2,https://place.map.kakao.com/11017569
"서울특별시 송파구 토성로15길 3-3,풍납주먹고기",4.6,https://place.map.kakao.com/16589832
"서울특별시 송파구 양재대로62길 47,동래정 송파가락점",5.0,https://place.map.kakao.com/1339529598
"서울특별시 송파구 백제고분로41길 10,완도산회포장마차",3.6,https://place.map.kakao.com/887846656
"서울특별시 송파구 중대로9길 34,진대감 16가락",장소 없음,없음
"서울특별시 송파구 중대로9길 42,완도산회 특급포차 가락본점",2.5,https://place.map.kakao.com/1800345179
"서울특별시 송파구 풍성로 77,청진동해장국",4.3,https://place.map.kakao.com/16762673
"서울특별시 송파구 위례성대로 92,크래버대게나라 잠실점",장소 없음,없음
"서울특별시 송파구 가락로 61,채움한식집밥",0.0,https://place.map.kakao.com/1319598831
"서울특별시 송파구 마천로 250,소풍",4.2,https://place.map.kakao.com/1901983676
"서울특별시 송파구 백제고분로 395,완도산회 송파 별관",장소 없음,없음
"서울특별시 송파구 중대로25길 20,래향",2.7,https://place.map.kakao.com/8347319
"서울특별시 송파구 중대로 317,하동우렁추어탕 오금점",2.3,https://place.map.kakao.com/1028783514
"서울특별시 송파구 백제고분로7길 8-12,도삭면공방",4.1,https://place.map.kakao.com/1181524598
"서울특별시 송파구 중대로 306,하늘호수보쌈족발",0.0,https://place.map.kakao.com/1778091120
"서울특별시 중랑구 동일로123길 27,밥묵고돈내고",5.0,https://place.map.kakao.com/731833663
"서울특별시 중랑구 겸재로9길 36,중희 부대찌개",4.3,https://place.map.kakao.com/356967517
"서울특별시 중랑구 용마산로115길 76,소먹날 소한마리 정육식당",3.0,https://place.map.kakao.com/1780056037
"서울특별시 중랑구 용마산로 452,꾸꾸가문 남원추어탕",4.8,https://place.map.kakao.com/1951883108
"서울특별시 중랑구 공릉로 32,다함닭갈비 먹골역직영점",장소 없음,없음
"서울특별시 중랑구 면목로39길 24,능이마을 사가정점",4.0,https://place.map.kakao.com/279743019
"서울특별시 중랑구 봉화산로 243,한우특가 신내점",2.3,https://place.map.kakao.com/1023471818
"서울특별시 강북구 한천로139나길 20,대찬식당",4.3,https://place.map.kakao.com/1958358883
"서울특별시 광진구 아차산로31길 10,육일관",3.5,https://place.map.kakao.com/1050190897
"서울특별시 광진구 아차산로57길 4,서울김밥",2.8,https://place.map.kakao.com/16623873
"서울특별시 광진구 아차산로34길 18,도도곱창건대본점",4.1,https://place.map.kakao.com/969352141
"서울특별시 광진구 자양로18길 96,아빠찜 구의역점",4.6,https://place.map.kakao.com/831343968
"서울특별시 광진구 아차산로76가길 13,할매집",장소 없음,없음
"서울특별시 광진구 광나루로 424,래빗홀버거컴퍼니",장소 없음,없음
"서울특별시 중구 중림로 31,김영희 아구찜&코다리 냉면",장소 없음,없음
"서울특별시 중구 다동길 16,미진일식",,https://place.map.kakao.com/9930216
"서울특별시 중구 퇴계로44길 16,삼삼뼈국 충무로점",장소 없음,없음
"서울특별시 송파구 마천로 251,명인 옛날 통닭 마천점",장소 없음,없음
"서울특별시 송파구 잠실로 209,지강한식당 잠실점",,https://place.map.kakao.com/1967149354
"서울특별시 송파구 동남로28길 6,우돈제주생고기",5.0,https://place.map.kakao.com/893900737
"서울특별시 송파구 동남로 274,월미당 송파도서관점",4.3,https://place.map.kakao.com/1819808691
"서울특별시 송파구 정의로7길 13,구룡포막회",4.3,https://place.map.kakao.com/382484665
"서울특별시 송파구 백제고분로39길 3,발아메밀막국수",3.9,https://place.map.kakao.com/26851997
"서울특별시 송파구 위례성대로18길 28,무쇠벼루삼겹살",4.8,https://place.map.kakao.com/12337833
"서울특별시 송파구 중대로 275,옛날소머리 국밥집",3.9,https://place.map.kakao.com/15597842
"서울특별시 송파구 오금로11길 54,오봉집",4.0,https://place.map.kakao.com/1717467081
"서울특별시 송파구 송파대로27길 30,아리산",3.4,https://place.map.kakao.com/585274023
"서울특별시 송파구 위례성대로 192,양타령",5.0,https://place.map.kakao.com/17064843
"서울특별시 송파구 오금로11길 55,동대구탕",4.3,https://place.map.kakao.com/855524633
"서울특별시 송파구 마천로7가길 5,신포 안주마을",3.6,https://place.map.kakao.com/1304848019
"서울특별시 송파구 삼학사로 73,지호한방삼계탕 삼전동점",3.8,https://place.map.kakao.com/129224875
"서울특별시 송파구 위례성대로22길 18,정담은",0.0,https://place.map.kakao.com/1107327298
"서울특별시 송파구 가락로 71,석촌식당",4.0,https://place.map.kakao.com/2147020016
"서울특별시 송파구 중대로 304,장털보설렁탕",3.5,https://place.map.kakao.com/9392838
"서울특별시 송파구 송파대로37길 70,석촌동 장식당",4.0,https://place.map.kakao.com/1837314552
"서울특별시 구로구 디지털로32길 97-6,우정수육 구로디지털단지역본점",3.9,https://place.map.kakao.com/1258023549
"서울특별시 구로구 경인로 643,팔각도 신도림역점",4.0,https://place.map.kakao.com/1717682399
"서울특별시 중랑구 동일로 823-1,장위동유성집",4.0,https://place.map.kakao.com/16557481
"서울특별시 중랑구 면목로 341,흥부골숯불돼지왕갈비",2.8,https://place.map.kakao.com/18946578
"서울특별시 중랑구 겸재로 240,고기맛당",4.0,https://place.map.kakao.com/168417944
"서울특별시 중랑구 봉우재로 111,상봉갈비",3.6,https://place.map.kakao.com/16732606
"서울특별시 중랑구 상봉로 10,미당 (味堂)",장소 없음,없음
"서울특별시 중랑구 면목로 302,무교동 낙지나라",2.3,https://place.map.kakao.com/10330814
"서울특별시 중랑구 중랑역로 25,이대감화로구이",5.0,https://place.map.kakao.com/15899417
"서울특별시 중랑구 봉화산로 250,미스터아구 신내점",2.4,https://place.map.kakao.com/917068021
"서울특별시 중랑구 면목로 223,상하이",3.8,https://place.map.kakao.com/1346314725
"서울특별시 은평구 통일로 888,연신오리",5.0,https://place.map.kakao.com/171577593
"서울특별시 은평구 진흥로15길 28-1,봉평옹심이 메밀칼국수 불광점",장소 없음,없음
"서울특별시 은평구 통일로66길 4-10,등촌샤브칼국수 불광점",3.8,https://place.map.kakao.com/1458622038
"서울특별시 은평구 통일로66길 4-7,개성찹쌀순대해장국",4.4,https://place.map.kakao.com/817087089
"서울특별시 은평구 연서로 247,봉평 옹심이 메밀칼국수",4.2,https://place.map.kakao.com/27275040
"서울특별시 도봉구 도봉로180나길 56,장위동유성집",3.9,https://place.map.kakao.com/20527622
"서울특별시 도봉구 해등로16길 104,창동회센타",4.1,https://place.map.kakao.com/2073986749
"서울특별시 도봉구 도봉로 534,망향비빔국수",3.8,https://place.map.kakao.com/1769161506
"서울특별시 도봉구 도당로 36,주식회사 삼성숯불갈비",3.3,https://place.map.kakao.com/16325761
"서울특별시 도봉구 노해로 341,오섭생연구소",0.0,https://place.map.kakao.com/1706074879
"서울특별시 도봉구 도봉산4길 7,와우낙지",2.0,https://place.map.kakao.com/2144269505
"서울특별시 강서구 강서로 289,미스터피자 발산점",3.0,https://place.map.kakao.com/1187045033
"서울특별시 강서구 화곡로18길 24,만배아리랑",4.2,https://place.map.kakao.com/198136066
"서울특별시 강서구 금낭화로 128,방화초록동원칼국수",4.2,https://place.map.kakao.com/16676118
"서울특별시 광진구 동일로18길 23,연길원보양꼬치",장소 없음,없음
"서울특별시 광진구 동일로22길 117-16,포크포크",4.4,https://place.map.kakao.com/26874320
"서울특별시 광진구 자양로 177,고은별",4.5,https://place.map.kakao.com/2041291831
"서울특별시 광진구 능동로13길 39,호야초밥참치전문점",2.8,https://place.map.kakao.com/11989881
"서울특별시 광진구 능동로4길 27,메밀의정석",3.9,https://place.map.kakao.com/824254210
"서울특별시 광진구 자양로 173,동네맛집 뼈구이집 구의점",5.0,https://place.map.kakao.com/983737450
"서울특별시 성북구 아리랑로19길 15,성원식당",4.5,https://place.map.kakao.com/24265806
"서울특별시 노원구 노해로83길 10-11,미락정",4.8,https://place.map.kakao.com/810695781
"서울특별시 노원구 한글비석로 91,하계생오리",4.9,https://place.map.kakao.com/2132841003
"서울특별시 노원구 노원로 244,스시조",3.1,https://place.map.kakao.com/912752933
"서울특별시 노원구 노해로85길 10-55,퀸즈램",2.6,https://place.map.kakao.com/577718029
"서울특별시 노원구 한글비석로 127,향림",2.7,https://place.map.kakao.com/8613656
"서울특별시 노원구 노원로 447,우왕불",2.8,https://place.map.kakao.com/1650293790
"서울특별시 노원구 덕릉로83길 10,정드림흑염소 상계역점",5.0,https://place.map.kakao.com/1356108921
"서울특별시 노원구 덕릉로83길 6,황금코다리 상계역점",4.1,https://place.map.kakao.com/1379436733
"서울특별시 양천구 목동로21길 1,동해해물탕",3.5,https://place.map.kakao.com/801254305
"서울특별시 서초구 청계산로 223,부안애서",3.9,https://place.map.kakao.com/1838006228
"서울특별시 서초구 서초대로 338,서초바다 청조",4.9,https://place.map.kakao.com/511034713
"서울특별시 서초구 강남대로95길 17,망향비빔국수 신사점",3.9,https://place.map.kakao.com/1597095966
"서울특별시 서초구 바우뫼로33길 7-8,소담비빔국수",3.5,https://place.map.kakao.com/1879122619
"서울특별시 서초구 언남11길 34-2,쌍다리돼지불백 양재점",3.6,https://place.map.kakao.com/1237296762
"서울특별시 서초구 강남대로10길 7,등촌샤브칼국수 양재매헌점",장소 없음,없음
"서울특별시 서초구 사평대로22길 9,월화당(서래본점)",장소 없음,없음
"서울특별시 서초구 방배로 189,서래족발",4.2,https://place.map.kakao.com/651026967
"서울특별시 서초구 법원로3길 12,송학횟집",4.3,https://place.map.kakao.com/10547364
"서울특별시 동작구 노량진로 80,순천집",3.5,https://place.map.kakao.com/1482528637
"서울특별시 동작구 사당로17가길 16,장수촌",3.2,https://place.map.kakao.com/1029282568
"서울특별시 동작구 동작대로27길 22,라화방",4.0,https://place.map.kakao.com/348471544
"서울특별시 서대문구 모래내로 343,연탄생고기집 홍은점",5.0,https://place.map.kakao.com/1808284777
"서울특별시 서대문구 통일로 107-39,남길",장소 없음,없음
"서울특별시 서대문구 증가로 17,연희곰탕",4.4,https://place.map.kakao.com/45834039
"서울특별시 서대문구 세무서길 73,60계치킨 홍제홍은점",장소 없음,없음
"서울특별시 서대문구 이화여대2가길 19,초식곳간",4.6,https://place.map.kakao.com/466988515
"서울특별시 서대문구 연희로26길 24,파올로데마리아(Paolodemaria)",장소 없음,없음
"서울특별시 서대문구 연희로12길 8,긴자료코 연희점",장소 없음,없음
"서울특별시 서대문구 거북골로 84,화포식당 가재울뉴타운점",장소 없음,없음
"서울특별시 서대문구 서소문로 61-7,독박골맛있는집",4.4,https://place.map.kakao.com/16042441
"서울특별시 서대문구 모래내로 273,등촌 샤브칼국수",4.1,https://place.map.kakao.com/16556025
"서울특별시 서대문구 통일로 107-29,바른고기",4.6,https://place.map.kakao.com/641743572
"서울특별시 서대문구 홍은중앙로 100-35,포방터쭈꾸미",4.4,https://place.map.kakao.com/2025628380
"서울특별시 서대문구 통일로 107-23,평양옥",4.2,https://place.map.kakao.com/9530706
"서울특별시 서대문구 통일로40안길 34,골목식당",0.0,https://place.map.kakao.com/627892699
"서울특별시 서대문구 거북골로 25-8,삼정식당",3.9,https://place.map.kakao.com/2143790598
"서울특별시 서대문구 응암로 67,한촌설렁탕 북가좌점",3.7,https://place.map.kakao.com/23177762
"서울특별시 서대문구 이화여대2다길 23,만나김밥",5.0,https://place.map.kakao.com/1961937731
"서울특별시 강남구 강남대로152길 11,천미미",4.1,https://place.map.kakao.com/791775664
"서울특별시 강남구 강남대로 314,전주명가",장소 없음,없음
"서울특별시 강남구 논현로176길 22,무탄",,https://place.map.kakao.com/1696571508
"서울특별시 강남구 언주로172길 60,박대박",3.2,https://place.map.kakao.com/1377334197
"서울특별시 강남구 도곡로 221,윤화돈까스 기사식당",3.4,https://place.map.kakao.com/471451980
"서울특별시 강남구 학동로2길 55,교촌치킨 논현1호",2.3,https://place.map.kakao.com/23700231
"서울특별시 강남구 선릉로86길 24,한촌설렁탕 선릉역점",1.7,https://place.map.kakao.com/18279510
"서울특별시 강남구 압구정로30길 17,지강한식당 압구정본점",,https://place.map.kakao.com/2030032655
"서울특별시 강남구 강남대로160길 16,해남집",3.6,https://place.map.kakao.com/10917492
"서울특별시 강남구 역삼로5길 5,남도랑",3.1,https://place.map.kakao.com/10188823
"서울특별시 강남구 논현로 166,천향",4.2,https://place.map.kakao.com/1535590826
"서울특별시 강남구 선릉로86길 30,국고집",3.5,https://place.map.kakao.com/1292909425
"서울특별시 강남구 강남대로154길 12,바다를 훔친 언니",5.0,https://place.map.kakao.com/372391352
"서울특별시 강남구 역삼로14길 6,명가한식",3.3,https://place.map.kakao.com/1186348635
"서울특별시 강남구 압구정로 216,보슬보슬 압구정본점",,https://place.map.kakao.com/620066371
"서울특별시 강남구 언주로 427,명동칼국수샤브샤브",2.2,https://place.map.kakao.com/12572463
"서울특별시 강북구 덕릉로42길 23,락궁",3.0,https://place.map.kakao.com/10372006
"서울특별시 강북구 삼양로 615,제천황기명태 우이동점",3.3,https://place.map.kakao.com/1507716831
"서울특별시 강북구 한천로 1077,문가네정육식당",3.2,https://place.map.kakao.com/1437632625
"서울특별시 강북구 도봉로 370,생생칼국수&돈까스",3.3,https://place.map.kakao.com/1038712095
"서울특별시 강북구 한천로 1072,털보정육식당",,https://place.map.kakao.com/1110136884
"서울특별시 강북구 수유로 2,거북이 솥뚜껑 김치삼겹살",3.7,https://place.map.kakao.com/845046664
"서울특별시 강북구 4.19로 91,크을농",3.8,https://place.map.kakao.com/2109168283
"서울특별시 강북구 한천로 1003,착한낙지 수유본점",4.3,https://place.map.kakao.com/1102870436
"서울특별시 강북구 월계로 183,지호한방삼계탕 북서울꿈의숲점",2.8,https://place.map.kakao.com/1924782362
"서울특별시 강북구 한천로 1161,진송추어탕 서울본점",4.8,https://place.map.kakao.com/1176869591
"서울특별시 강북구 덕릉로24길 6,낙지왕궁",5.0,https://place.map.kakao.com/1769060829
"서울특별시 종로구 인사동10길 11-5,도담 1988",5.0,https://place.map.kakao.com/1355941250
"서울특별시 송파구 올림픽로32길 49,서호 생갈비",4.5,https://place.map.kakao.com/1093458678
"서울특별시 송파구 송파대로 201,카츠단길",3.3,https://place.map.kakao.com/1708927890
"서울특별시 송파구 가락로 119,자성화 코다리",장소 없음,없음
"서울특별시 송파구 가락로16길 2-13,해도듦제주포크",4.7,https://place.map.kakao.com/9638784
"서울특별시 송파구 송파대로 201,팔화당",3.6,https://place.map.kakao.com/1390158034
"서울특별시 송파구 마천로51길 27-1,신흥토종한우",2.7,https://place.map.kakao.com/16850076
"서울특별시 송파구 올림픽로8길 21,효자동솥뚜껑 잠실새내점",3.1,https://place.map.kakao.com/189317417
"서울특별시 종로구 삼일대로19길 20,너구리 소굴",5.0,https://place.map.kakao.com/1269666230
"서울특별시 종로구 종로51길 23-9,말뚜기 감자탕",4.2,https://place.map.kakao.com/1628989468
"서울특별시 도봉구 방학로 312,황금정원",3.0,https://place.map.kakao.com/1990379019
"서울특별시 도봉구 마들로 664-5,신의주찹쌀순대도봉구청점",3.3,https://place.map.kakao.com/1302072792
"서울특별시 도봉구 노해로 341,한스친친",2.8,https://place.map.kakao.com/772965852
"서울특별시 노원구 동일로 1374,스시웨이",3.4,https://place.map.kakao.com/17849636
"서울특별시 노원구 노해로75길 14-25,전주콩나루콩나물국밥",3.4,https://place.map.kakao.com/16959186
"서울특별시 노원구 석계로 31,미가양꼬치",4.4,https://place.map.kakao.com/1729110167
"서울특별시 노원구 동일로242길 39,백송춘천닭갈비",4.9,https://place.map.kakao.com/356555680
"서울특별시 노원구 한글비석로15길 11,산골식당",3.6,https://place.map.kakao.com/1194420999
"서울특별시 서초구 반포대로23길 6,비노바인",4.1,https://place.map.kakao.com/740251279
"서울특별시 노원구 동일로174길 7,장안동본참치 태릉직영점",4.1,https://place.map.kakao.com/181738557
"서울특별시 서초구 서초대로53길 20-3,옛날 손칼국수 전문점",4.0,https://place.map.kakao.com/16081888
"서울특별시 서초구 신반포로42길 2,건너편갈비살",장소 없음,없음
"서울특별시 서초구 법원로3길 24,속리산 염소요리 전문점",4.5,https://place.map.kakao.com/2134425219
"서울특별시 서초구 사평대로 205,오장동함흥냉면 파미에스테이션점",장소 없음,없음
"서울특별시 서초구 서초대로78길 36,됐소강남",장소 없음,없음
"서울특별시 중랑구 겸재로 187-8,고기이발소",0.0,https://place.map.kakao.com/291034539
"서울특별시 중랑구 상봉중앙로 56,장안칼국수",4.5,https://place.map.kakao.com/16677119
"서울특별시 중랑구 중랑역로 249,주식회사 100년설렁탕",2.3,https://place.map.kakao.com/957421018
"서울특별시 중랑구 공릉로 6,박가네",5.0,https://place.map.kakao.com/2111895721
"서울특별시 중랑구 동일로 751,청진동해장국",4.3,https://place.map.kakao.com/16271221
"서울특별시 성북구 성북로 148-3,삼삼뼈국 성북동점",4.3,https://place.map.kakao.com/908734494
"서울특별시 성북구 보국문로 205,산장두부촌",3.1,https://place.map.kakao.com/10447001
"서울특별시 성북구 고려대로24길 24,인생설렁탕",1.9,https://place.map.kakao.com/1905772298
"서울특별시 성북구 화랑로11길 23,제나키친",4.3,https://place.map.kakao.com/1743633465
"서울특별시 성북구 장월로26길 11,돌쌈",4.0,https://place.map.kakao.com/1899677887
"서울특별시 성북구 동소문로6길 3,골목냉면<삼선교>",3.7,https://place.map.kakao.com/2126878912
"서울특별시 동작구 노량진로8길 53,하얼빈양꼬치",3.7,https://place.map.kakao.com/1448707321
"서울특별시 동작구 장승배기로 121-2,옛날그집",4.4,https://place.map.kakao.com/1681686649
"서울특별시 동작구 여의대방로26길 22,친구네정육식당",4.4,https://place.map.kakao.com/889101907
"서울특별시 동작구 사당로16길 28,청담김밥",1.6,https://place.map.kakao.com/27221229
"서울특별시 광진구 자양번영로 67,신창면옥",4.8,https://place.map.kakao.com/603841760
"서울특별시 광진구 아차산로51길 45,원할머니보쌈(구의역점)",장소 없음,없음
"서울특별시 동작구 보라매로 112,마포숯불갈비",3.3,https://place.map.kakao.com/16530022
"서울특별시 동작구 장승배기로 138,마라농장",4.0,https://place.map.kakao.com/2011993808
"서울특별시 동작구 동작대로7길 12,참치마니아",4.8,https://place.map.kakao.com/1259854739
"서울특별시 동작구 상도로37길 62,광어삼촌",3.9,https://place.map.kakao.com/273098143
"서울특별시 동작구 여의대방로24라길 35,청기와 매운탕",4.8,https://place.map.kakao.com/2104282306
"서울특별시 동작구 여의대방로24길 107,네모오징어 신대방삼거리역점",4.6,https://place.map.kakao.com/603869115
"서울특별시 동작구 흑석로 87,내가찜한닭",4.6,https://place.map.kakao.com/1125843134
"서울특별시 동작구 만양로18길 15,다독이네 숯불구이 2호점",4.7,https://place.map.kakao.com/1940114120
"서울특별시 동작구 사당로12길 2,산천칡냉면",4.4,https://place.map.kakao.com/10435803
"서울특별시 광진구 능동로 366,삼보수제갈비",2.1,https://place.map.kakao.com/1238829722
"서울특별시 동작구 동작대로31길 17,육대장 푸줏간 이수역점",3.8,https://place.map.kakao.com/1538221585
"서울특별시 동작구 만양로 110,족발야시장 노량진점",3.6,https://place.map.kakao.com/1771544129
"서울특별시 동작구 만양로18길 10,경아식당 노량진점",4.4,https://place.map.kakao.com/1503600024
"서울특별시 동작구 상도로41길 12,명동국수",4.6,https://place.map.kakao.com/264362193
"서울특별시 동작구 사당로17길 7,돈식당",5.0,https://place.map.kakao.com/853803834
"서울특별시 동작구 상도로 4,가장맛있는족발(본사직영점)",장소 없음,없음
"서울특별시 광진구 아차산로29길 24,환이네갈비살(본점)",3.9,https://place.map.kakao.com/461883111
"서울특별시 동작구 상도로 168,토방마루",0.0,https://place.map.kakao.com/263304776
"서울특별시 강남구 선릉로132길 60,본초강목",4.3,https://place.map.kakao.com/16791024
"서울특별시 강남구 역삼로5길 22,한방대가삼계탕",3.5,https://place.map.kakao.com/12519094
"서울특별시 강남구 강남대로62길 30,봉평착한메밀",3.9,https://place.map.kakao.com/27414577
"서울특별시 강남구 봉은사로 636,본가신의주찹쌀순대전문점",2.7,https://place.map.kakao.com/8440324
"서울특별시 강남구 테헤란로8길 11-4,육전식당 4호점",4.2,https://place.map.kakao.com/741391811
"서울특별시 강남구 자곡로 201,화통집 강남자곡점",,https://place.map.kakao.com/1514846440
"서울특별시 강남구 역삼로20길 14,진주성",5.0,https://place.map.kakao.com/492777354
"서울특별시 강남구 도곡로1길 14,린카",4.7,https://place.map.kakao.com/1406188939
"서울특별시 강남구 역삼로33길 3,사량도",3.1,https://place.map.kakao.com/26620671
"서울특별시 강남구 선릉로 555,일등추어탕",4.0,https://place.map.kakao.com/27187696
"서울특별시 강남구 논현로152길 23,룽청",4.3,https://place.map.kakao.com/382166298
"서울특별시 강남구 테헤란로70길 28,도원",4.1,https://place.map.kakao.com/11707591
"서울특별시 강남구 논현로 333,기무",장소 없음,없음
"서울특별시 강남구 영동대로138길 9,주식회사 청담항",장소 없음,없음
"서울특별시 강남구 테헤란로33길 19,미로정",4.0,https://place.map.kakao.com/1897959308
"서울특별시 강남구 영동대로 513,솥내음 스타필드 코엑스몰점",장소 없음,없음
"서울특별시 강남구 영동대로106길 29,옛골 원조 양평해장국",3.7,https://place.map.kakao.com/24002667
"서울특별시 강남구 봉은사로112길 28,이조식당",0.0,https://place.map.kakao.com/1544581685
"서울특별시 강남구 강남대로 292,무화잠",2.8,https://place.map.kakao.com/683635436
"서울특별시 강남구 강남대로 240,금강수림",,https://place.map.kakao.com/14659473
"서울특별시 강남구 논현로28길 13,순리대로",3.4,https://place.map.kakao.com/5940157
"서울특별시 강남구 봉은사로4길 22,대가",3.4,https://place.map.kakao.com/15215614
"서울특별시 강남구 압구정로30길 17,압구정미역",2.2,https://place.map.kakao.com/1685420346
"서울특별시 강남구 테헤란로 152,한옥집 김치찜 GFC몰점",4.0,https://place.map.kakao.com/1714382034
"서울특별시 강남구 선릉로90길 42,미미가",0.0,https://place.map.kakao.com/807221208
"서울특별시 강남구 테헤란로84길 25,햇무리",3.8,https://place.map.kakao.com/1580031159
"서울특별시 강남구 강남대로 442,봉추찜닭주공공이",장소 없음,없음
"서울특별시 강남구 강남대로150길 12,아구본가 첨벙 신사본점",3.8,https://place.map.kakao.com/1719987589
"서울특별시 강남구 도산대로1길 16,취향의공간",3.4,https://place.map.kakao.com/604735311
"서울특별시 강남구 언주로148길 14,배정철 어도",2.7,https://place.map.kakao.com/8497356
"서울특별시 강남구 강남대로152길 14,닭한마리 감자탕",4.1,https://place.map.kakao.com/1114352509
