"CGG_CODE","ASGN_YY","ASGN_SNO","APPL_YMD","ASGN_YMD","UPSO_NM","SITE_ADDR_RD","SITE_ADDR","PERM_NT_NO","SNT_UPTAE_NM","MAIN_EDF","TRDP_AREA","ADMDNG_NM","GRADE_FACIL_GBN","UPSO_SITE_TELNO"
"3020000","2001","0016","20060630","20010630","강원정 삼계탕","서울특별시 용산구 원효로89길 13-10, (원효로1가,(지상1층))","서울특별시 용산구 원효로1가  48번지 7호  (지상1층)","3020000-101-1987-07108","한식","삼계탕","64.38","원효로제1동","상수도전용","02 7199978"
"3020000","2001","0132","20060630","20010630","신머이베트남쌀국수 본점","서울특별시 용산구 청파로45길 9, 지상1층 (청파동3가)","서울특별시 용산구 청파동3가  24번지 44호  지상1층","3020000-101-2005-00133","경양식","쌀국수","97.69","청파동","","02 7116175"
"3020000","2001","0118","20060630","20010630","신라갈비찜","서울특별시 용산구 원효로 69, (원효로4가,(지상1층))","서울특별시 용산구 원효로4가  127번지 2호  (지상1층)","3020000-101-1993-06605","한식","냉면,갈비탕","181.42","원효로제2동","상수도전용","02 7191290"
"3020000","2001","0135","20060630","20010630","팔보","서울특별시 용산구 원효로 70, (원효로4가, 118-1 지상2층)","서울특별시 용산구 원효로4가  118번지 1호  지상2층","3020000-101-2005-00145","중국식","전가복","149.79","원효로제2동","","02 7157079"
"3020000","2001","0139","20060630","20010630","이촌동 면옥","서울특별시 용산구 이촌로54길 17, (이촌동,(지상1.2층))","서울특별시 용산구 이촌동  302번지 90호  (지상1.2층)","3020000-101-1995-05640","한식","냉면","378.94","이촌제1동","상수도전용","02 7967775"
"3020000","2001","0130","20060630","20010630","초원","서울특별시 용산구 한강대로80길 7, (남영동)","서울특별시 용산구 남영동  80번지 4호  ","3020000-101-1997-03873","한식","한우특수부위","177.00","남영동","상수도전용","02 7954175"
"3020000","2001","0091","20060630","20010630","남산한정식","서울특별시 용산구 회나무로44길 40, (이태원동,(지하1층))","서울특별시 용산구 이태원동  243번지 42호  (지하1층)","3020000-101-1998-01805","한식","불고기","48.15","이태원제1동","상수도전용","02 7979835"
"3020000","2001","0047","20060630","20010630","라쿠치나(주)세부유통","서울특별시 용산구 회나무로44길 10, (이태원동)","서울특별시 용산구 이태원동  258번지 7호  (지상1층.2층.3층)","3020000-101-1989-01146","경양식","스테이크","377.26","이태원제1동","상수도전용","02 7946005"
"3020000","2001","0039","20060630","20010630","열해","서울특별시 용산구 이촌로 248, (이촌동,(한강맨션 21동 201호))","서울특별시 용산구 이촌동  300번지 26호  (한강맨션 21동 201호)","3020000-101-1991-00016","일식","모듬생선회","91.06","이촌제1동","상수도전용","02793 1188"
"3020000","2001","0041","20060630","20010630","셰프테이너","서울특별시 용산구 이태원로27길 101, (이태원동,(지하1층))","서울특별시 용산구 이태원동  135번지 55호  (지하1층)","3020000-101-1993-01372","경양식","등심스테이크","151.59","이태원제1동","상수도전용","02 7949172"
"3020000","2001","0012","20060630","20010630","청운숯불갈비","서울특별시 용산구 청파로 383-8, (서계동,(지상1,2층))","서울특별시 용산구 서계동  223번지 18호  (지상1,2층)","3020000-101-1993-06902","한식","갈비탕","208.02","청파동","상수도전용","02 7112625"
"3020000","2001","0012","20060630","20010630","대우정","서울특별시 용산구 후암로57길 7, (동자동,(지상1,2층))","서울특별시 용산구 동자동  10번지 4호  (지상1,2층)","3020000-101-1981-06489","한식","돼지고기구이","135.17","남영동","상수도전용","02 7529685"
