img_search_addr,score,img_urls,url,name,addr,upso_nm
본죽(도화점),3.2,https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMjJfMTk2%2FMDAxNzQyNTczMzMxNzg2.WrUID2YOSKR27B49fu3Kx_8NSJlGfg6uoNCVrPaBOX4g.XMoXzivXC9AXguhgxEZxW3_USs64c120O6eRX4X0gV4g.JPEG%2FSE-6087C4A1-F02E-423F-B989-2128897C7583.jpg%3Ftype%3Dw386; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMjJfMjMx%2FMDAxNzQyNTcwNjk3MTIw.qhs6DaYSFQWFADwtFrARuFw9TFM7J91Go0qhoSVn08Eg.TskyHYGVGt42Wf2GCiYIiDg1vJcYS0cRrg191yjCkpIg.JPEG%2FIMG_0037.jpg%3Ftype%3Dw386; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMjJfMTgw%2FMDAxNzQyNTcwNjk3MTU2.6hHDDvgMA62NcFmuAyo_h5oWX2lmvRAbKoHf3kqfEvkg.sBAKhQw9clPXjtH29KKB4SxNjciyTYF41JQXiXFzUswg.JPEG%2FIMG_0034.jpg%3Ftype%3Dw386; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMjJfMjkz%2FMDAxNzQyNTcwNjk3MDg4.vk37W6fxM7JWKRLp2wM1cDpni8DUf_-bbdAy9Gp-kWEg.dex1w7sgQ9kVRmgasuomo5xjrYm7WEUu_KIAiyU7CEYg.JPEG%2FIMG_0033.jpg%3Ftype%3Dw386; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMjJfNDQg%2FMDAxNzQyNTcwNjk3MTUx.7KejrxrN-jfqctBgsT3kcgn5tsCLUgx9ap8mri25g6wg.RRjpu5mZmhVjsi8TNsGggEuPxN_-Mgv9j-8ngJ7EmRog.JPEG%2FIMG_0035.jpg%3Ftype%3Dw386,https://place.map.kakao.com/11059794,본죽 마포도화점,서울특별시 마포구 도화길 43,본죽(도화점)
불광설 주식회사,장소 없음,없음,없음,없음,서울특별시 마포구 양화로15길 12,불광설 주식회사
불꾼,5,https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F777f3343f4a3ed7a7b2338c5255ddb8666e0fbb1%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F31D84C8ED2CA42ECA53A990A40E0AB79; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F16D1EF5DA0084F46A97D3868B9075C59; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9DFAFCCB53014E3185F30FBFCAAD0AF1; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F71F9DC41A9684A35A1E818F13615AA5E,https://place.map.kakao.com/876668440,불꾼,,불꾼
비비리2,,https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F8E198329F3F047DC8CFCE606AD61659B; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F8ADF183B512B4A4D8DDE9B16191C9F28; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMTVfMjcy%2FMDAxNzQyMDIzODAwMDYz.iLBcvbfTs2Clxb9K3Xlh670tu95GEpJF7EnwNmEXjsgg.YDrUjo9MYV4tX6LysvA2w4RCcsl26eTAC2zY0kCPKZ4g.JPEG%2F3472596584977064780%3A8577813.jpg%3Ftype%3Dw966; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMTVfMzEg%2FMDAxNzQyMDIzNzcxMzc1.xHcmt7prbSusP49H4WWCSsxWExI0Ees8F6jGigRlrn4g.SrolGznT3mRO6wPQ4fYafzqnr2FkO3K2MDjBZiozVekg.JPEG%2F3472596584976625740%3A8577813.jpg%3Ftype%3Dw966; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMzBfMTQx%2FMDAxNzQzMzIxMDgzNDQ3.iE-lZm_GYcttbTzLCJay0PSauUGvWm7CGd1tJIhPkXcg.1LieSuKqoiYiBr26LTOTHG5bKAlyBTlmJYJKFIbnJqUg.JPEG%2FSE-0178D57F-185A-4154-B3C1-C277D340216D.jpg%3Ftype%3Dw966,https://place.map.kakao.com/27588655,비비리 2호점,서울특별시 마포구 와우산로23길 48,비비리2
상암일미락,3.6,https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fdca8b46dcde49f87b782a0c400256dc51b37ffe4%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F43b5c6e6f69f49f20c6996c9cd3c8aee80b6b200%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fb3062c60c7dc3683908916d8fc4da67cabb3cd90%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fba61fd567ce362455f75022be764281cb3e859e4%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F56b1ce4c4944f9ecbf62a83f46616efea45ef59f%3Foriginal,https://place.map.kakao.com/26563357,일미락상암점,서울특별시 마포구 성암로13길 40,상암일미락
색동저고리마포점,3,https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F2b7a7cccb6554f014de30c2fa44fd87b3c160781%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMjBfNjMg%2FMDAxNzQyNDA1MTAwMjA4.mEOSXDKQ2pMKjGYpEkfkMazKlEL_ZtJuvnDkkNBU1RYg.6Km5VAhAwmPhir3FbOhmwAE7s2OV8DX3VntWjXm5oYUg.JPEG%2FIMG_2867.jpg%3Ftype%3Dw773; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMjBfMjA4%2FMDAxNzQyNDA1MTAwMTA5.CebhuRJ9t1FSKLss-cm8xOUowA9gs0UKoHk9Q3fGZmQg.-O7-ygz73RpoLwQDUc5QTUMelkTFzBTQQdmJPCyMSisg.JPEG%2FIMG_2878.jpg%3Ftype%3Dw773; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMjBfMjgz%2FMDAxNzQyNDA1MTAwODYz.d1z53hZsGFtyR82i_QVDcaRHCnkIs1862ixZTKCjTsUg.a7IfnQS7WyoL91AEDq6tvCH3nTPn9jmReZM7M5qF1lYg.JPEG%2FIMG_2860.jpg%3Ftype%3Dw773; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMjBfMjM1%2FMDAxNzQyNDA1MTAwOTE5.n0Phoq2FORqbL8U8uiUgER9tOEsn300JlCvS6f3Vzmcg.kVpZBvCxWX1JxS1jsAvILrRMHC-zjhQOUtX12Ac_Eccg.JPEG%2FIMG_2862.jpg%3Ftype%3Dw773; https://img1.kakaocdn.net/cthumb/local/C176x208.q50/?fname=https%3A%2F%2Ft1.kakaocdn.net%2Fone%2Fprod%2Fproduct%2Fticket%2F61%2F868517%2F5391002ae37a5e5d62486c2859eb132e279118COVER.png,https://place.map.kakao.com/18582704,색동저고리나들이,서울특별시 마포구 도화길 27,색동저고리마포점
서울고깃집,4.7,https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F4FB494AA743547C38520EE2C9058016A; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fdc872f52ab8530e7a0f58ddf6a9e0c18425bed43%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fc5011e3a945721c809d1627daeb3fc960c26531b%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F35428dfb6541aacc3e35c7a250497fa2f1f40f28%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F2345394a0b47c2af29afa0048563b6737762eed2%3Foriginal,https://place.map.kakao.com/1306201227,서울고깃집,,서울고깃집
석양집,3.2,https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDAyMTJfODAg%2FMDAxNzA3NzI3MzI0NDE2.lzBx2DpQYZggBLOIM3HvpgQ9ndnGHXKhptedYNHWTVQg.MTgEk4mP5flaW5s9nLTvZP52TqOxfCp1zB2bGmx1IWkg.JPEG.wonjun0414%2FKakaoTalk_20240212_171901935_11.jpg%3Ftype%3Dw773; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDAyMTJfMTgx%2FMDAxNzA3NzM1MDM0MjE0.iV7LrsQhUi_GMIsijamcY7Esa7qvuiUHbW_JR2KQ7AUg.Aq2uC6gQ4fq7avul96vUkO4-sNhNM0HHRaXnoEOLEVsg.JPEG.wonjun0414%2FIMG_4613.jpg%3Ftype%3Dw773; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDAyMTJfMjI0%2FMDAxNzA3NzI3MzIzNTQ0.DvoLipzNQaXFNV3QaAnZA985rJpk1lbo_8EQN9kzFe0g.L0jY8qV5aVj6wte3MMHWQ0zMlVpK0ow0HrlISsKeyeIg.JPEG.wonjun0414%2FKakaoTalk_20240212_171901935_10.jpg%3Ftype%3Dw773; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDAyMTJfMTE3%2FMDAxNzA3NzI2NjgzNDk3.ZoTpsYFGcLlotm9QCoYbkbGwlzzHBmomPAIlPs7VYWog.-xcInIgL_OxsK6Na_-UfyUDPhcd296L1GyDpG5O_dxsg.JPEG.wonjun0414%2FKakaoTalk_20240212_171901935.jpg%3Ftype%3Dw773; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDAyMTJfNTEg%2FMDAxNzA3NzI3MzI0NDE2.g0gzj6EKp87o96YZzv9XiEFF0dKWYRbmoRSi791FBs8g.foxofM9J0jhjfmimd5SlNLH78F8gKFUVtzSINPqU2MUg.JPEG.wonjun0414%2FKakaoTalk_20240212_171901935_12.jpg%3Ftype%3Dw773,https://place.map.kakao.com/12447398,석양집,서울특별시 마포구 토정로37길 9,석양집
시골보쌈앤감자옹심이,4,https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F85e93afbb3dd3b69f5cb7dce77336bcf5b2deebd%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fd997df77dbc7e7c5da1cc0972c6bf1f3c817df0e%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F9f8ee365a376941599b6673dbea0de6d68cf5525%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAyMDFfMjg4%2FMDAxNzM4Mzc3NTMxODU2.Z4-u1xtEovcyxpQiUchwpwFRb3kKNBnQ4hFAoMeChY4g.3vO7I2xZ-1gDgqwbD1LqvEWUMCY4BhFaz52dB-7furog.JPEG%2F900%25EF%25BC%25BF20250124%25EF%25BC%25BF193641.jpg%3Ftype%3Dw773; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAyMDFfOTgg%2FMDAxNzM4Mzc3NTM0MTY4.rbvW8HyY3up1inrzoFg3oiaaRrPmpKSUHIB8F5wTFVEg.qqe9cSylVpI-PdQ0pybSlEAjezVf-ZMOzBAhw_SBLjMg.JPEG%2F900%25EF%25BC%25BF20250124%25EF%25BC%25BF194314.jpg%3Ftype%3Dw773,https://place.map.kakao.com/495667742,바른식시골보쌈&감자옹심이 교대점,,시골보쌈앤감자옹심이
신가네 수레순대 뒷고기,장소 없음,없음,없음,없음,서울특별시 마포구 마포대로8길 25,신가네 수레순대 뒷고기
신머이베트남쌀국수 본점,3.9,https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fc683c4ef8ee6f2f56fb227a2089ec5d31b87bdb4%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F31ed4d77ccecaebc26afa4aa82a401bb0e0ef499%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F6966560257c0440cc88e93ee96c3febf57e83e80%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F661b528c5ca7cdac2fae35b663d1b29d368c1530%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F6388177e864d8010b54c4a8612e65721791a1e2c%3Foriginal,https://place.map.kakao.com/1818032899,신머이쌀국수 본점,서울특별시 용산구 청파로45길 9,신머이베트남쌀국수 본점
씨제이푸드빌(주)더플레이스다이닝&BBIS,장소 없음,없음,없음,없음,서울특별시 용산구 남산공원길 126,씨제이푸드빌(주)더플레이스다이닝&BBIS
씨제이푸드빌(주)엔그릴,4.1,https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F20020AF6ED6B41EC93CA9CE6F5A4F782; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3FD7BD1CEC634E82889B10B5A0EDCF92; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F05DEA5C2E4C54F0FBE58F89CD050C74D; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F07617AFC29DF4888A1152539DABFC16D; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F4E93060E57504C55A81885FC64991787; https://img1.kakaocdn.net/cthumb/local/C176x208.q50/?fname=https%3A%2F%2Ft1.kakaocdn.net%2Fone%2Fprod%2Fproduct%2Fticket%2F78%2F881434%2F8f39172274184e5347242d7eeee6620c872604COVER.png; https://img1.kakaocdn.net/cthumb/local/C176x208.q50/?fname=https%3A%2F%2Ft1.kakaocdn.net%2Fone%2Fprod%2Fproduct%2Fticket%2F79%2F881435%2Fe7fb91b234f97239c4c04d24b2b0f887327190COVER.png; https://img1.kakaocdn.net/cthumb/local/C176x208.q50/?fname=https%3A%2F%2Ft1.kakaocdn.net%2Fone%2Fprod%2Fproduct%2Fticket%2F57%2F1074913%2F08bf0ac38d87dc4797a005977138063b352831COVER.png,https://place.map.kakao.com/8057633,엔그릴,서울특별시 용산구 남산공원길 126,씨제이푸드빌(주)엔그릴
씨제이푸드빌(주)한쿡,3.4,https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F5a39aaeabf8a40bb9ff6450b53d134e09e6554b1%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fc5dfeb818ad3300a35951e53f8b84bd68aedcead%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fa84eebc50370359fb4973815a53fd542f5bba47e%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F9ad017f1b26da9ebcdf77a30298328ac8946a180%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Faa3df508fe40809ccf017a4feeaff023a264e67a%3Foriginal,https://place.map.kakao.com/16851604,한쿡 N서울타워점,서울특별시 용산구 남산공원길 126,씨제이푸드빌(주)한쿡
아노브 연남,4.1,https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F9DAB8790A81140958D6799FCE4010CF6; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FC127B63490DE4E9A86BA5F7C183E33BC; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F7C53102CF7D041C4B657960558DACD71; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F9E977966415C4336A6AED7B6755C693A; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FBD7870F206BA4FA9A794984D0FD00EF7,https://place.map.kakao.com/1485788869,아노브피자 연남점,서울특별시 마포구 동교로 267,아노브 연남
아이오유(I.O.U),3.7,https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F0DA3A707F82743B280EACAF7C5CF9308; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F66D41E2BEC3543C6BB6EF17ACC7A088E; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F51483A7B50504445A2B44A3F97CEE4A7; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F212203EF7C464DD2B6AC8BB792A6C882; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F6FB6C367052D4800915590943D204E5A,https://place.map.kakao.com/8021209,아이오유,서울특별시 용산구 원효로1길 16,아이오유(I.O.U)
어제그쭈꾸미.jib,4.3,https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F486773D85D29460098F37FE1EA416961; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F89E1890A71F448C4AFC1222B927793E1; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F4F768412A8174422B4377411A9D59CBC; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fa73f4493142e668fa861cb93fe763fccd1451f10%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F965a3cb8e24c5c4c8cac3063cc5dcf67b66b7508%3Foriginal,https://place.map.kakao.com/17032544,어제그쭈꾸미 jib,서울특별시 마포구 매봉산로2길 69,어제그쭈꾸미.jib
역전회관일구이구,장소 없음,없음,없음,없음,서울특별시 마포구 토정로37길 47,역전회관일구이구
영동숯불집,0,https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMjFfMjcw%2FMDAxNzQyNTQwNTk4ODk3.6djHw6GhyQvij5k58i5oyThprZRyJ-zvFHw3SpRcW90g.sO76cXkJ-exCjXvWJ7lSoi3_BUJHmBxssXnyW5Fafi4g.JPEG%2FIMG_3493.jpg%3Ftype%3Dw773; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMjFfOSAg%2FMDAxNzQyNDgyOTEzNTQ1.jNlKUAsKGY6k1nMh7LI8GegWbLWBTNm9IhDH2VNSHB0g.TRXPcVIok-kRnjIYO35FLnfH7Dao1QN9hjsZs-55QA4g.JPEG%2FSE-78562580-0084-11f0-9201-25e9c8ecb909.jpg%3Ftype%3Dw966; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMjFfMzIg%2FMDAxNzQyNDgyOTE1MDIw.sJjrfzL3LvjM7owIzB-JyE62aJLcy1ZTHnRo64bBD4Qg.DKmWypj4ZDPnN0V6WA_d_CEH2KJFbO6PWPBnO-bppAgg.JPEG%2FSE-53bf3c8a-0084-11f0-9201-73fa774b1027.jpg%3Ftype%3Dw966; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMTRfODIg%2FMDAxNzQxOTIzMzUwNjE2.hoKOs8V3eeoihZBMj4mGp4_p0nhAZWKBeWHKlJ8MOOwg.uzamYkS9Oahc1dYdy3M_tnEhlTT88DWo6hU_ivqwVPUg.JPEG%2Fimage6785468867361327955900%25E7%25AB%258A%25EF%25BF%25BD20250313%25E7%25AB%258A%25EF%25BF%25BD211027.jpg%3Ftype%3Dw966; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTAzMjFfNzcg%2FMDAxNzQyNDgyOTE1NzA0.NlIdUdXdNLOlcyaaGJ74YSbzr-QoUieYXT9lgQ_a65og.3RZdEkkf1I2cPG9vfHwLQgkbIBmtqff2yWNja3hJ2EMg.JPEG%2FSE-53c026eb-0084-11f0-9201-c1359cfe077d.jpg%3Ftype%3Dw966,,영동숯불집행당점,,영동숯불집
옹기,4.2,https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F00D8C39999124C40BF51343956FD38D6; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F460932BD8323454D86B7FE90B56FE269; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F7BAAB200119141A68EA39F2A67274EBB; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FCBDC19831C394419867552ECD7659B73; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FC75BB70F8EB744088124D53571E8C200,https://place.map.kakao.com/734223812,이조옹기보쌈,,옹기
용문포차,4.6,https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F1f39d3e0830c645ea96cb7ed9012a2bacccd52ab%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F845ebe8588d0cbe52105f5de62c0d23677eb8933%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F1bf8fea33cd02a542745703d4f02f628e9aa758b%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fe10fc5839284a4a5595ca2021b011c6aebe89a51%3Foriginal; https://img1.kakaocdn.net/cthumb/local/C264x196.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fd24e9c31080d149ff4fbe6e2aa6c1beb1f99a062%3Foriginal,https://place.map.kakao.com/1294990542,용문포차,서울특별시 용산구 원효로41길 58,용문포차
